Gender,Height,Weight,Height (cm),Weight (kg)
Male,66.40224967,165.5684991,168.6617142,75.10054663
Male,66.59215711,196.1484498,169.1440791,88.97136766
Male,71.93588658,202.0464252,182.7171519,91.64664208
Male,68.28704173,170.4136025,173.449086,77.29824678
Male,69.9554512,201.9480853,177.686846,91.60203591
Male,71.85112915,193.3869846,182.501868,87.7187891
Male,65.75549864,179.8556896,167.0189665,81.58110196
Male,67.03185208,156.489935,170.2609043,70.9825826
Male,76.70983486,235.0354188,194.8429805,106.6101857
Male,72.57112137,230.560535,184.3306483,104.5804142
Male,69.7288049,203.895655,177.1111644,92.48543794
Male,72.799224,218.2163966,184.910029,98.98121178
Male,72.53935407,222.6671779,184.2499593,101.0000506
Male,72.29474338,208.4748659,183.6286482,94.56253137
Male,67.25332482,180.77978,170.823445,82.00026198
Male,75.94446038,231.9247485,192.8989294,105.1992105
Male,66.31623192,170.5938581,168.4432291,77.38000929
Male,71.15605349,188.2714563,180.7363759,85.3984264
Male,71.19220229,196.0615292,180.8281938,88.93194114
Male,72.19751201,214.6035842,183.3816805,97.34246895
Male,75.14082143,224.1242713,190.8576864,101.6609765
Male,64.41152936,158.5793973,163.6052846,71.93034599
Male,64.73442436,166.5011147,164.4254379,75.52357364
Male,63.41458714,160.1406156,161.0730513,72.63850212
Male,67.84866523,176.1726343,172.3356097,79.91049752
Male,65.93178483,174.4852947,167.4667335,79.14513378
Male,70.96655044,193.9064988,180.2550381,87.9544366
Male,67.58074728,186.9916067,171.6550981,84.81789687
Male,68.58927044,173.5957961,174.2167469,78.74166434
Male,70.32475344,193.3465603,178.6248737,87.70045298
Male,72.39448041,208.436509,183.8819802,94.54513301
Male,70.82085671,206.0329778,179.8849761,93.45491047
Male,65.90330126,172.575231,167.3943852,78.27874416
Male,74.79537502,232.6354028,189.9802526,105.5215576
Male,67.68091903,177.2401455,171.9095343,80.39471208
Male,67.15596277,175.6466902,170.5761454,79.67193351
Male,71.77484122,212.6261023,182.3080967,96.44549899
Male,64.66523194,166.969204,164.2496891,75.73589519
Male,68.12276836,196.4144153,173.0318316,89.09200745
Male,66.78692724,165.4312422,169.6387952,75.03828802
Male,66.80584984,176.5658186,169.6868586,80.08884277
Male,67.8860138,174.6520347,172.430475,79.22076573
Male,69.17357692,195.2375293,175.7008854,88.55818139
Male,70.22492333,205.6844384,178.3713052,93.29681578
Male,64.85579918,158.3414424,164.7337299,71.82241152
Male,67.82109327,169.0810083,172.2655769,76.6937927
Male,63.44024747,135.6558759,161.1382286,61.53242005
Male,71.84843485,218.1574695,182.4950245,98.95448288
Male,66.72807365,155.8995413,169.4893071,70.71478475
Male,71.96830565,201.5281774,182.7994964,91.41156906
Male,76.02134748,235.9260606,193.0942226,107.0141737
Male,71.47610128,195.3926176,181.5492973,88.62852819
Male,67.36980864,176.6361636,171.119314,80.1207507
Male,70.55524376,198.4602486,179.2103191,90.01998108
Male,69.86710128,185.71691,177.4624373,84.23970465
Male,67.94757004,177.3477798,172.5868279,80.44353414
Male,74.10455886,215.7597035,188.2255795,97.86687544
Male,69.1678363,187.0224203,175.6863042,84.83187367
Male,66.55722857,171.5878843,169.0553606,77.83089162
Male,66.70160499,172.8398091,169.4220767,78.39875468
Male,67.24606495,168.2802869,170.805005,76.33059189
Male,69.05138548,163.8204889,175.3905191,74.30766321
Male,70.67274718,190.0234342,179.5087778,86.19310956
Male,65.49899512,156.8699517,166.3674476,71.15495512
Male,65.18722085,172.6064826,165.575541,78.29291964
Male,67.56814301,169.063983,171.6230832,76.68607017
Male,73.81538569,231.3745081,187.4910796,104.9496259
Male,71.60656421,207.2504768,181.8806731,94.00715825
Male,67.72474924,172.1527722,172.0208631,78.08712024
Male,68.23113195,199.827758,173.3070752,90.64027242
Male,65.92942171,168.0904122,167.4607311,76.24446626
Male,71.54849571,197.8196148,181.7331791,89.72939473
Male,69.16438112,196.892315,175.677528,89.30877896
Male,68.59765932,180.2217801,174.2380547,81.74715768
Male,71.05751089,189.1340124,180.4860776,85.78967497
Male,63.64405958,158.4227173,161.6559113,71.85927719
Male,71.1824554,208.9226827,180.8034367,94.76565747
Male,66.12867317,187.1411195,167.9668299,84.88571466
Male,65.05737312,157.5824315,165.2457277,71.47813028
Male,68.09137436,181.644445,172.9520909,82.39246709
Male,70.9931439,204.7466782,180.3225855,92.87145525
Male,74.22117488,231.1301898,188.5217842,104.838805
Male,69.32711818,186.2584296,176.0908802,84.48533361
Male,64.93134219,181.0938696,164.9256092,82.14273052
Male,68.34684231,198.9209797,173.6009795,90.22896501
Male,70.92912508,203.3704632,180.1599777,92.24721515
Male,61.4778092,161.0287521,156.1536354,73.04135374
Male,68.49081272,189.8066818,173.9666643,86.09479243
Male,72.04988987,200.2028285,183.0067203,90.81040139
Male,72.52166703,221.8626503,184.2050342,100.6351233
Male,71.23391139,214.0601482,180.9341349,97.09597075
Male,72.25911519,201.7014216,183.5381526,91.49015123
Male,67.5650399,187.1870936,171.6152014,84.90656817
Male,72.26760699,196.5274669,183.5597218,89.14328676
Male,62.600248,151.7207037,159.0046299,68.81929745
Male,66.23643729,167.2975303,168.2405507,75.88482134
Male,69.65043741,198.843696,176.912111,90.19390974
Male,69.28592141,178.789548,175.9862404,81.09750865
Male,70.72527874,193.5392521,179.642208,87.78785645
Male,68.82861496,197.737905,174.824682,89.69233181
Male,66.01442823,184.4618115,167.6766477,83.67040201
Male,66.41488206,155.1947717,168.6938004,70.39510688
Male,66.61562439,160.9919899,169.203686,73.02467867
Male,68.03482178,189.0844617,172.8084473,85.76719917
Male,70.50239804,172.9857771,179.076091,78.46496463
Male,69.15772949,195.8952569,175.6606329,88.85652135
Male,70.79502261,215.7464553,179.8193574,97.86086615
Male,65.19437712,166.7073731,165.5937179,75.61713076
Male,74.78571432,239.4643429,189.9557144,108.6191102
Male,71.06690628,184.2792458,180.5099419,83.58759168
Male,69.33419779,199.9838909,176.1088624,90.71109304
Male,69.89920395,191.4122311,177.543978,86.82305674
Male,64.42519379,169.1094014,163.6399922,76.70667161
Male,67.8521307,194.7445225,172.344412,88.33455745
Male,67.54906949,183.2665331,171.5746365,83.12823329
Male,74.76744684,210.3699087,189.909315,95.42210763
Male,71.41894599,198.0424839,181.4041228,89.83048635
Male,67.12034439,172.6640904,170.4856747,78.31905008
Male,69.85958791,197.0708562,177.4433533,89.38976379
Male,68.43081339,190.50581,173.814266,86.41191139
Male,67.93348261,184.5554831,172.5510458,83.71289069
Male,68.49534316,179.9298166,173.9781716,81.61472539
Male,65.24414341,159.5032198,165.7201243,72.34938446
Male,70.18535205,197.8845071,178.2707942,89.75882933
Male,71.10413316,217.2696052,180.6044982,98.55175476
Male,68.44757854,187.907426,173.8568495,85.23330517
Male,65.42057682,176.8616842,166.1682651,80.22304508
Male,67.70078811,185.1482021,171.9600018,83.98174329
Male,74.22306306,223.3080403,188.5265802,101.2907406
Male,71.16724587,206.9429818,180.7648045,93.86768099
Male,67.23077189,171.0169406,170.7661606,77.57191612
Male,67.88055919,175.222848,172.4166204,79.47968205
Male,67.37637547,173.3103956,171.1359937,78.61220894
Male,68.76124693,181.1259735,174.6535672,82.15729257
Male,71.7052725,202.6090083,182.1313922,91.90182531
Male,69.38099479,199.85092,176.2277268,90.65077853
Male,73.71652763,223.5147223,187.2399802,101.3844899
Male,69.45337621,219.2617067,176.4115756,99.45535605
Male,70.78628981,211.2160809,179.7971761,95.80592458
Male,71.76846374,200.798983,182.2918979,91.08081228
Male,69.34345396,208.8097753,176.1323731,94.71444361
Male,65.28602551,161.4200817,165.8265048,73.21885768
Male,70.92184441,207.8359446,180.1414848,94.27272177
Male,68.59666269,180.8312378,174.2355232,82.0236028
Male,68.60379643,176.8154762,174.2536429,80.20208548
Male,69.47874412,194.6037685,176.4760101,88.27071256
Male,65.93089621,163.0084317,167.4644764,73.93932053
Male,68.5233453,173.2706572,174.0492971,78.59418392
Male,73.92912413,215.6200354,187.7799753,97.80352311
Male,71.19793782,210.134529,180.8427621,95.3153413
Male,66.55658687,185.0423241,169.0537307,83.93371787
Male,71.74227623,187.9653554,182.2253816,85.25958147
Male,69.74482933,188.1811248,177.1518665,85.35745278
Male,66.75065413,179.5420171,169.5466615,81.43882264
Male,69.69242226,211.718429,177.0187525,96.03378563
Male,70.40351683,197.6921421,178.8249328,89.67157411
Male,69.01973611,186.287992,175.3101297,84.49874286
Male,64.73228716,166.1060724,164.4200094,75.34438561
Male,70.99807444,188.81177,180.3351091,85.64350837
Male,64.45981425,161.3787732,163.7279282,73.2001205
Male,69.74952258,193.4762588,177.1637874,87.7592832
Male,71.52684881,189.2822461,181.678196,85.85691257
Male,68.32791586,207.7849246,173.5529063,94.24957954
Male,70.76472016,199.3230943,179.7423892,90.41136097
Male,71.41904963,209.8582566,181.4043861,95.19002633
Male,69.39047409,180.1754728,176.2518042,81.72615304
Male,72.00173222,196.2144145,182.8843998,89.00128869
Male,69.19147497,189.4388404,175.7463464,85.92794247
Male,66.16636328,165.5146074,168.0625627,75.07610181
Male,67.272143,182.3943347,170.8712432,82.73261106
Male,70.9158354,189.5576375,180.1262219,85.98182789
Male,69.11988779,189.6259141,175.564515,86.01279762
Male,67.40902587,170.1913254,171.2189257,77.19742368
Male,72.93864904,216.0974547,185.2641686,98.02007668
Male,70.4909287,177.0677744,179.0469589,80.3165259
Male,69.00825946,196.0511888,175.280979,88.92725081
Male,66.76210992,167.7004962,169.5757592,76.06760349
Male,69.12066373,179.6078701,175.5664859,81.46869299
Male,73.12626719,220.6614051,185.7407187,100.0902481
Male,67.4868239,164.2952413,171.4165327,74.52300707
Male,64.95507833,156.5447863,164.985899,71.00746273
Male,67.78248907,183.681029,172.1675223,83.31624532
Male,67.6623988,170.3054935,171.8624929,77.2492094
Male,66.47639701,168.6272639,168.8500484,76.48797789
Male,72.9870702,209.6379745,185.3871583,95.09010812
Male,69.56323228,195.346027,176.69061,88.60739507
Male,71.00356014,194.3226014,180.3490428,88.1431774
Male,69.91563736,219.3679167,177.5857189,99.50353209
Male,71.69714179,205.1617483,182.1107401,93.05972773
Male,67.64994086,178.8826337,171.8308498,81.13973157
Male,68.29555456,181.7249315,173.4707086,82.42897511
Male,68.68725567,203.5603338,174.4656294,92.33333895
Male,68.91577165,165.1558987,175.04606,74.9133944
Male,68.96087967,197.9314296,175.1606344,89.78011299
Male,67.2472352,173.284033,170.8079774,78.6002511
Male,68.91586364,183.9477889,175.0462936,83.43724546
Male,65.8385445,139.5340469,167.229903,63.29152742
Male,64.67107555,160.1885313,164.2645319,72.66023631
Male,66.29589772,163.6040022,168.3915802,74.20946656
Male,67.09758575,193.9551074,170.4278678,87.9764851
Male,66.99828973,189.8933425,170.1756559,86.13410101
Male,70.9619709,184.223932,180.2434061,83.56250178
Male,68.4208722,190.7955422,173.7890154,86.54333156
Male,67.65252759,188.2006794,171.8374201,85.36632256
Male,75.62019316,226.2077799,192.0752906,102.6060393
Male,70.54924202,197.8793731,179.1950747,89.75650061
Male,68.89083891,190.5134869,174.9827308,86.41539355
Male,68.28453192,176.2465834,173.4427111,79.94404027
Male,64.99507826,177.7270945,165.0874988,80.61558825
Male,65.57577154,173.6915922,166.5624597,78.78511669
Male,69.30608824,210.4636875,176.0374641,95.46464496
Male,65.70471542,170.1005633,166.8899772,77.15625472
Male,67.80399101,173.4598918,172.2221372,78.68001924
Male,69.21614731,184.9366903,175.8090142,83.88580324
Male,68.01500601,194.2869459,172.7581153,88.12700439
Male,61.92694894,149.1496848,157.2944503,67.65310384
Male,67.26636272,192.4707696,170.8565613,87.30320131
Male,67.67682185,179.750808,171.8991275,81.53352849
Male,69.97090362,202.863293,177.7260952,92.01716681
Male,65.31346154,163.3573315,165.8961923,74.09757872
Male,71.90600544,217.0277146,182.6412538,98.44203514
Male,66.23390404,183.1612325,168.2341163,83.08046975
Male,65.81494282,166.5836105,167.1699548,75.56099306
Male,72.84494786,205.2508892,185.0261676,93.10016131
Male,70.94944345,189.7030888,180.2115864,86.04780347
Male,71.34380763,218.5863364,181.2132714,99.1490135
Male,71.05566416,203.139433,180.481387,92.1424217
Male,61.92554729,139.9050703,157.2908901,63.45982065
Male,68.76245756,196.2938059,174.6566422,89.03729999
Male,67.58394143,179.9370112,171.6632112,81.61798877
Male,67.36169467,164.1459224,171.0987045,74.45527723
Male,65.87915656,168.1748644,167.3330577,76.28277308
Male,68.69476215,189.7425419,174.4846959,86.06569907
Male,69.53486155,195.1703915,176.6185483,88.52772822
Male,66.63469083,190.4679588,169.2521147,86.39474236
Male,69.80990157,204.4265983,177.31715,92.72626958
Male,68.67987369,196.1516228,174.4468792,88.9728069
Male,71.61517875,209.6707739,181.902554,95.10498567
Male,69.68979533,190.9334005,177.0120801,86.605863
Male,70.90108637,197.9448324,180.0887594,89.7861924
Male,68.00581399,186.7803378,172.7347675,84.72206701
Male,70.61574398,188.6638321,179.3639897,85.57640494
Male,71.57119416,176.3766428,181.7908332,80.00303415
Male,73.01286326,209.3294834,185.4526727,94.95017902
Male,60.74811787,136.1678657,154.3002194,61.76465455
Male,69.08211963,190.9351825,175.4685838,86.6066713
Male,69.33873763,191.4456543,176.1203936,86.83821722
Male,67.75713771,184.9382299,172.1031298,83.88650158
Male,76.02708186,232.313471,193.1087879,105.3755319
Male,72.22761616,201.778854,183.458145,91.52527392
Male,68.92104135,188.3288071,175.059445,85.42444025
Male,65.33492768,174.6556973,165.9507163,79.22242703
Male,65.93240345,183.9433388,167.4683048,83.43522691
Male,70.46668931,187.517442,178.9853908,85.05641156
Male,73.18104362,213.8474529,185.8798508,96.99949384
Male,68.55087969,175.2195188,174.1192344,79.47817197
Male,68.52940825,169.5448054,174.064697,76.90416739
Male,63.59645542,144.5919224,161.5349968,65.58573927
Male,67.14424123,175.6791902,170.5463727,79.68667523
Male,70.81637062,197.1984016,179.8735814,89.44761736
Male,73.53028481,222.9259167,186.7669234,101.1174124
Male,66.14106892,165.4045453,167.9983151,75.02617853
Male,67.90684975,170.4172312,172.4833984,77.29989274
Male,71.43337582,216.6339997,181.4407746,98.26344919
Male,67.1126798,173.7075042,170.4662067,78.79233426
Male,73.28391797,217.8960397,186.1411516,98.83590046
Male,63.67258315,161.0131458,161.7283612,73.03427485
Male,69.2253203,193.7563258,175.8323136,87.88631933
Male,69.67012402,177.1191607,176.962115,80.33983435
Male,70.48544817,204.8274497,179.0330383,92.90809258
Male,69.00467787,176.7318925,175.2718818,80.16417257
Male,68.45789401,192.7618857,173.8830508,87.43524924
Male,66.02473378,166.9610205,167.7028238,75.7321832
Male,69.31816913,186.7379955,176.0681496,84.70286088
Male,69.07774056,188.5061787,175.457461,85.50489461
Male,73.56227037,208.3614918,186.8481667,94.51110579
Male,66.08768889,161.4958143,167.8627298,73.2532094
Male,73.52598433,214.9664592,186.7560002,97.50706616
Male,69.67906022,205.1334355,176.9848129,93.04688527
Male,66.67678112,183.1973068,169.359024,83.0968328
Male,72.96166547,208.8950443,185.3226303,94.75312093
Male,68.24687214,207.9255765,173.3470552,94.31337812
Male,71.95662589,210.6638278,182.7698298,95.55542698
Male,71.05863335,204.2728377,180.4889287,92.65652502
Male,66.97694995,195.1987301,170.1214529,88.54058239
Male,68.47800208,190.6860225,173.9341253,86.49365433
Male,71.28444139,199.6353266,181.0624811,90.55298705
Male,64.98045629,166.8215473,165.050359,75.6689193
Male,66.76188387,178.797509,169.575185,81.10111969
Male,68.76616172,185.7721575,174.6660508,84.26476447
Male,68.99254357,193.7549909,175.2410607,87.88571385
Male,71.2951946,228.8005161,181.0897943,103.7820837
Male,69.0494784,192.3497017,175.3856751,87.2482859
Male,66.54148202,175.9834911,169.0153643,79.82470371
Male,68.51552345,176.1412392,174.0294296,79.89625695
Male,67.45971531,177.4825249,171.3476769,80.50465344
Male,71.35738241,201.7607769,181.2477513,91.51707431
Male,68.59040604,176.8430799,174.2196313,80.21460631
Male,69.73608671,185.5242604,177.1296602,84.1523203
Male,69.83385707,188.041029,177.377997,85.29390644
Male,72.41058576,189.3844383,183.9228878,85.90326613
Male,65.43459687,166.096744,166.203876,75.34015431
Male,66.26765677,170.2501787,168.3198482,77.22411904
Male,69.97430087,212.804259,177.7347242,96.52630943
Male,71.20919422,196.1455062,180.8713533,88.97003245
Male,69.93740019,202.2790697,177.6409965,91.75216777
Male,71.38602219,201.3320069,181.3204964,91.32258767
Male,64.58878167,158.4540944,164.0555054,71.87350961
Male,68.79298442,174.4894863,174.7341804,79.14703505
Male,68.44574673,183.7833827,173.8521967,83.36267212
Male,69.20157812,188.1035061,175.7720084,85.32224554
Male,69.42601731,176.1934298,176.342084,79.91993022
Male,69.6062252,194.2007119,176.799812,88.0878893
Male,72.88170697,194.1995089,185.1195357,88.08734363
Male,62.17833122,145.8988424,157.9329613,66.17854771
Male,68.87470662,191.8337092,174.9417548,87.01423581
Male,71.08008356,209.8535536,180.5434122,95.1878931
Male,72.18253412,201.2614644,183.3436367,91.29059016
Male,72.06275498,208.7818534,183.0393976,94.70177844
Male,67.38005789,182.6734054,171.145347,82.8591953
Male,67.93463453,166.4350688,172.5539717,75.49361574
Male,70.80193026,193.3935426,179.8369029,87.72176378
Male,65.54912127,178.4481797,166.494768,80.94266674
Male,70.19122448,205.9417907,178.2857102,93.41354871
Male,71.77899537,199.2098424,182.3186482,90.35999085
Male,68.13028842,192.0295666,173.0509326,87.10307516
Male,68.35948256,175.2608644,173.6330857,79.49692602
Male,66.09035701,170.0064451,167.8695068,77.11356345
Male,71.58012314,205.3475962,181.8135128,93.14402686
Male,73.53666772,196.0432951,186.783136,88.9236703
Male,71.11553184,208.1452566,180.6334509,94.41302325
Male,70.79430255,202.8907578,179.8175285,92.02962462
Male,71.72906048,188.595024,182.1918136,85.5451941
Male,63.19653037,162.4297274,160.5191871,73.67682493
Male,68.10111341,182.8523991,172.9768281,82.94038541
Male,65.85609973,157.3174614,167.2744933,71.35794194
Male,68.3464565,178.6759921,173.5999995,81.04600059
Male,69.56022893,187.2174859,176.6829815,84.92035388
Male,68.72830407,171.6209666,174.5698923,77.84589747
